Type,domain_length,number_of_dots_in_domain,number_of_hyphens_in_domain,number_of_special_characters_in_domain,number_of_digits_in_domain,having_repeated_digits_in_domain,number_of_subdomains,average_subdomain_length,number_of_digits_in_subdomain,entropy_of_domain
1,10,2,0,0,0,0,1,6,0,3.121928095
1,27,4,0,0,0,0,3,3,0,3.70804815
1,24,3,2,0,19,0,2,3,0,3.605388542
1,33,5,2,0,1,0,5,8,0,3.942438726
1,14,4,3,2,41,0,3,3,0,3.324862958
1,25,1,2,0,0,0,1,6.333333333,0,4.02346519
1,7,2,0,0,5,1,1,4,4,2.521640636
1,24,2,0,0,0,0,2,4,0,3.688721876
1,31,5,1,0,19,0,2,3,0,3.708093392
1,22,2,4,0,1,0,2,11,0,3.572623664
1,28,4,0,0,0,0,4,3,0,3.56610894
1,21,3,0,0,0,0,2,11,0,3.118275161
1,15,3,0,0,6,0,2,8,0,3.240223929
1,20,2,2,4,6,0,2,6,0,3.546439345
1,26,4,1,2,9,1,2,8,0,3.719294526
1,20,2,0,0,2,0,2,10,0,3.621928095
1,13,3,0,0,0,0,1,9,0,3.085055103
1,14,4,1,0,0,0,3,3,0,2.842370993
1,21,2,2,0,4,0,1,7.5,0,3.499227542
1,20,3,0,0,0,0,3,1,0,3.646439345
1,20,3,0,0,24,1,2,10,10,3.521928095
1,19,1,0,0,0,0,1,15,0,3.576617645
1,11,2,0,0,0,0,1,7,0,2.663532755
1,33,3,1,1,9,1,2,15,0,4.101381529
1,36,6,1,3,11,1,6,6,3,4.051462154
1,16,2,2,2,0,0,1,12,0,3.452819531
1,12,5,1,7,16,1,1,8,8,3.418295834
1,33,6,0,0,10,1,5,3,0,4.16198759
1,13,2,1,2,18,0,1,9,0,3.39274741
1,22,5,0,0,0,0,4,3,0,3.390805482
1,13,2,0,0,0,0,1,9,0,3.39274741
1,16,2,0,0,0,0,1,12,0,3.452819531
1,16,3,0,0,0,0,2,4,0,3.25
1,25,2,0,4,17,0,2,3,0,3.70346519
1,31,2,3,0,0,0,2,8,0,4.018081794
1,11,1,0,0,3,0,1,7,0,3.459431619
1,58,2,5,1,10,1,2,7.333333333,9,4.543518392
1,7,1,2,0,0,0,1,4,0,2.521640636
1,11,2,1,0,0,0,1,15,0,3.488525295
1,16,2,1,0,21,0,2,7,0,3.5
1,13,2,0,0,2,0,1,9,0,3.39274741
1,20,5,0,0,4,0,4,3,0,3.48418372
1,6,3,0,0,0,0,2,20,0,3.323231429
1,13,2,0,0,2,0,1,9,0,3.39274741
1,12,2,1,0,9,0,1,3.5,0,3.584962501
1,12,1,1,0,26,0,1,8,0,3.418295834
1,13,2,0,0,1,0,1,9,0,3.39274741
1,20,1,0,0,0,0,1,17,0,3.546439345
1,16,7,1,12,13,0,3,3,0,2.858458593
1,25,2,0,0,0,0,1,21,0,3.589275071
1,21,2,0,0,0,0,2,14,0,3.499227542
1,21,2,0,0,0,0,2,3,0,3.784941827
1,15,2,1,0,0,0,2,3,0,3.189898095
1,16,2,0,0,4,0,2,4,0,3.25
1,13,3,0,0,0,0,1,8,0,3.238901257
1,30,2,0,0,0,0,2,13,0,3.923231429
1,11,2,0,1,28,0,1,7,0,3.095795255
1,34,3,1,0,7,1,2,16,0,4.116299606
1,9,6,1,1,2,0,1,5,0,2.641604168
1,16,2,0,0,1,0,1,13,0,3.405639062
1,21,2,0,0,0,0,2,11,0,3.463280518
1,33,3,3,0,3,0,3,3,0,3.778502074
1,36,6,1,3,24,1,6,6,3,4.218128821
1,18,5,0,0,0,0,3,5,0,3.46132014
1,11,8,0,1,2,0,2,4,0,3.095795255
1,10,1,0,1,63,0,1,7,0,2.721928095
1,33,2,3,0,0,0,2,4.25,0,3.819958606
1,17,5,6,2,2,0,2,5,2,3.381580488
1,32,2,0,0,64,1,2,16,10,4.069548828
1,9,2,0,0,0,0,1,6,0,3.169925001
1,11,1,0,0,9,0,1,7,0,3.095795255
1,20,2,0,0,0,0,1,12,0,3.48418372
1,19,2,1,0,0,0,2,3,0,3.260828171
1,20,3,0,0,2,0,2,8,2,3.68418372
1,11,1,0,0,3,1,1,7,3,3.277613437
1,27,6,0,0,0,0,5,2,0,3.200288671
1,18,1,0,0,0,0,1,14,0,3.392147224
1,12,7,2,1,2,0,2,3,0,3.022055209
1,12,1,0,0,21,0,1,9,0,2.855388542
1,14,5,0,2,1,0,2,3,0,3.039148672
1,31,4,1,0,15,0,2,8.5,0,3.913400746
1,13,3,0,0,3,1,2,3,0,2.87314068
1,29,7,0,0,0,0,3,16,0,3.745406426
1,8,5,1,7,8,0,1,5,0,3
1,20,2,0,0,0,0,2,10,0,3.421928095
1,10,1,0,0,23,0,1,6,0,3.121928095
1,21,2,1,0,0,0,2,3,0,3.43993647
1,14,1,0,0,19,0,1,10,1,3.235926351
1,24,2,4,0,1,0,2,5.5,1,3.355388542
1,18,2,0,0,1,0,2,11,0,3.572431251
1,19,3,1,0,5,0,2,3,0,3.576617645
1,13,2,0,0,0,0,1,9,0,3.238901257
1,25,4,1,3,0,0,2,18,0,3.97366069
1,27,6,0,0,2,0,2,15,2,3.513784724
1,20,3,0,2,1,0,3,4,0,3.40869497
1,33,5,1,0,1,0,5,8,0,3.942438726
1,6,4,1,0,0,0,1,15,0,3.39274741
1,25,6,0,1,0,0,2,3,0,3.57366069
1,18,3,0,0,0,0,2,11,0,3.614369446
1,19,3,0,0,0,0,2,3,0,3.110578015
1,18,2,0,0,2,0,2,8,0,3.239097918
1,21,2,1,0,0,0,1,17,0,3.784941827
1,13,6,1,1,2,0,2,3,0,2.931208949
1,29,3,0,0,0,0,3,3,0,3.771437029
1,16,3,0,2,0,0,2,3,0,3.327819531
1,20,4,0,0,0,0,3,3,0,3.646439345
1,18,2,0,3,0,0,1,14,0,3.419381946
1,16,3,0,1,29,0,2,7,0,3.5
1,15,4,0,2,4,0,1,11,0,3.323231429
1,27,1,1,0,25,0,1,23,0,3.884155095
1,33,2,2,0,7,1,2,7.666666667,7,4.006071013
1,11,3,1,0,0,0,2,9.5,0,3.68418372
1,11,5,1,7,11,0,1,7,3,3.277613437
1,31,5,0,0,0,0,4,6,0,3.538896214
1,13,2,0,0,2,0,1,9,0,3.39274741
1,25,3,1,0,2,0,2,3,0,3.559079571
1,13,2,0,0,5,0,1,9,0,3.39274741
1,13,1,0,2,8,0,1,8,0,3.026986833
1,14,5,1,0,1,0,1,4.5,0,3.521640636
1,19,3,0,0,0,0,2,3,0,3.22109725
1,24,3,0,0,1,0,2,17,0,3.319773835
1,13,7,1,1,2,0,2,3,0,2.87314068
1,14,3,1,0,0,0,2,3,0,3.182005815
1,13,2,0,0,2,0,1,9,0,3.39274741
1,9,1,2,1,0,0,1,2.5,0,2.947702779
1,11,1,0,0,0,0,1,7,0,2.845350937
1,18,8,2,1,2,0,3,3,0,3.239097918
1,66,4,2,0,35,1,3,19,15,4.708321249
1,21,1,0,0,0,0,1,17,0,3.653756708
1,14,3,0,0,7,0,2,5,0,3.378783493
1,21,4,0,0,20,1,3,5,0,3.880179923
1,21,4,2,0,6,0,3,3,0,3.617809684
1,78,11,0,0,0,0,10,3,0,4.030971932
1,13,4,0,6,9,0,2,5,0,2.87314068
1,11,5,0,0,1,0,1,7,0,3.027169118
1,19,2,0,0,0,0,1,15,0,3.681880803
1,29,3,1,0,0,0,2,9,0,3.771437029
1,15,6,1,7,8,0,2,3,0,3.189898095
1,17,6,1,1,2,0,2,3,0,3.4548224
1,21,3,2,1,3,0,1,7.5,0,3.689703732
1,13,1,0,0,2,0,1,9,2,3.39274741
1,34,5,1,2,11,0,4,7,0,4.054538857
1,19,2,3,0,0,0,2,12,0,3.181366329
1,13,3,0,0,1,0,2,4,0,3.085055103
1,11,3,1,0,0,0,2,3,0,2.663532755
1,24,2,0,0,0,0,2,3,0,3.803508855
1,15,4,0,0,17,0,3,3,0,3.139572262
1,24,2,1,0,0,0,2,3,0,3.54248125
1,28,6,1,1,0,0,2,3,0,3.682005815
1,20,1,1,0,0,0,1,16,0,3.48418372
1,13,2,0,0,1,0,1,9,0,3.39274741
1,22,4,0,0,0,0,3,3,0,3.663532755
1,16,4,0,0,2,0,2,9,2,3.875
1,21,3,1,0,5,0,2,3,0,3.427333494
1,16,2,0,0,0,0,1,12,0,3.125
1,4,1,0,0,7,0,1,1,0,2
1,30,7,0,2,22,1,5,3,0,3.936243413
1,32,3,0,0,0,0,3,15,0,3.644247563
1,26,4,0,2,4,0,3,3,0,3.411602218
1,23,2,0,0,0,0,2,3,0,3.348798912
1,32,8,1,3,1,0,5,2,0,3.769247563
1,17,3,0,0,17,0,3,3,0,3.572469459
1,33,5,2,0,1,0,5,8,0,3.942438726
1,25,3,0,0,20,0,2,3,0,3.78346519
1,18,2,0,0,0,0,2,11,0,3.169925001
1,10,2,1,0,1,0,1,25,0,3.689703732
1,143,9,0,0,80,1,9,6,0,4.696980297
1,14,3,0,0,0,0,1,10,0,3.521640636
1,13,2,0,0,0,0,2,3,0,2.777362795
1,13,6,1,1,2,0,1,9,0,3.026986833
1,23,4,0,0,0,0,3,3,0,3.588354347
1,17,3,0,0,2,1,2,7,2,3.616874606
1,17,3,0,1,0,0,2,3,0,3.4548224
1,22,2,0,0,2,0,2,9,2,3.663532755
1,10,4,1,0,0,0,2,7.5,0,3.46857663
1,24,3,1,0,0,0,3,8,0,3.886842188
1,59,2,9,0,19,1,1,4.7,12,4.344199728
1,16,2,0,0,22,0,2,3,0,3.202819531
1,14,2,0,2,0,0,2,3,0,3.182005815
1,11,5,1,1,2,0,1,7,0,3.095795255
1,11,2,0,2,0,0,1,7,0,3.277613437
1,15,4,2,1,0,0,2,3,0,3.189898095
1,24,2,2,0,0,0,2,3.666666667,0,4.001629167
1,11,1,0,0,22,0,1,7,0,2.368522528
1,11,2,0,0,0,0,2,4,0,3.095795255
1,33,2,0,0,0,0,2,26,0,3.695020634
1,13,3,0,0,0,0,2,3,0,3.026986833
1,11,2,0,1,7,0,1,7,0,3.095795255
1,26,7,1,3,1,0,5,2,0,3.840265565
1,17,1,0,0,0,0,1,13,0,3.4548224
1,26,4,0,0,0,0,4,3,0,3.488525295
1,15,3,2,0,1,0,1,11,0,3.139572262
1,39,7,1,0,0,0,6,2,0,3.72146072
1,19,2,0,0,0,0,1,15,0,3.471354487
1,29,2,1,0,23,0,2,19,0,3.538509874
1,17,6,0,0,1,0,2,3,0,3.337175341
1,28,2,0,0,23,0,2,9,0,3.940759833
1,11,3,1,0,0,0,1,11,0,3.238901257
1,17,2,1,0,1,0,1,6,0,3.410417253
1,21,1,2,1,22,0,1,17,0,3.558518613
1,17,3,2,0,0,0,2,3,0,3.175123135
1,6,1,0,0,1,0,1,3,0,1.918295834
1,37,3,2,10,19,1,2,5.666666667,0,4.229327352
1,14,1,1,0,2,0,1,10,0,3.324862958
1,19,2,0,0,0,0,1,15,0,3.892407119
1,18,3,0,0,1,0,2,11,0,3.614369446
1,17,4,1,0,0,0,3,3,0,3.248365047
1,28,2,0,0,0,0,2,3,0,3.726474118
1,15,2,0,0,19,0,1,11,0,3.323231429
1,11,1,0,0,1,0,1,7,0,3.459431619
1,19,6,2,7,8,0,2,3,0,3.326360408
1,25,2,0,0,21,0,2,3,0,3.59326969
1,16,1,0,0,0,0,1,12,0,3.327819531
1,9,2,1,0,0,0,1,6,0,2.947702779
1,20,2,0,0,0,0,2,3,0,3.246439345
1,11,1,1,0,22,0,1,7,0,3.277613437
1,17,3,0,0,0,0,2,3,0,3.292770194
1,23,4,0,1,0,0,2,3,0,3.501397825
1,20,3,0,1,2,0,2,11,0,3.28418372
1,9,1,0,0,0,0,1,6,0,2.725480557
1,72,12,0,0,30,0,12,6,0,4.1555803
1,23,2,0,0,24,0,2,3,0,3.344456935
1,33,9,0,0,4,0,6,2,0,3.449570165
1,31,7,0,0,0,0,6,4,0,3.63098502
1,30,6,0,1,0,0,5,2,0,3.536243413
1,13,6,1,1,2,0,2,3,0,3.026986833
1,62,3,5,0,4,0,3,8,0,4.103469401
1,16,3,0,0,0,0,2,4,0,3.25
1,15,3,0,0,0,0,2,3,0,3.189898095
1,39,7,1,4,14,1,5,6,3,4.160420091
1,16,4,0,3,37,0,2,3,0,3.280639062
1,19,2,0,0,0,0,1,15,0,3.286629487
1,13,2,0,0,4,0,1,9,0,3.39274741
1,34,4,1,2,0,0,3,3,0,4.175123135
1,29,4,0,1,13,0,2,25,0,2.931208949
1,11,2,0,1,31,0,1,7,0,3.277613437
1,12,6,1,1,2,0,2,3,0,2.688721876
1,49,7,0,0,17,0,7,6,0,3.968889376
1,96,11,1,0,33,1,9,6,0,4.48005495
1,19,2,0,0,24,0,2,13,0,3.721611724
1,32,2,1,0,3,1,2,10,3,4.051108501
1,18,2,1,0,0,0,1,14,0,3.392147224
1,19,3,0,0,7,0,2,10,0,3.260828171
1,10,1,1,0,4,1,1,7,4,3.121928095
1,16,2,1,0,0,0,1,6,0,3.75
1,17,3,0,0,17,0,3,3,0,3.572469459
1,19,2,0,5,9,0,1,15,0,3.326360408
1,20,2,0,1,24,0,2,3,0,3.446439345
1,37,6,1,0,0,0,5,5,0,3.58407592
1,14,1,1,0,24,0,1,10,0,3.378783493
1,21,1,0,0,5,0,1,18,5,4.106603137
1,19,3,1,0,1,0,2,3,0,3.471354487
1,10,5,0,0,1,0,1,6,0,3.321928095
1,17,2,0,0,0,0,1,13,0,3.292770194
1,23,1,3,0,19,0,1,5.333333333,0,3.555533151
1,9,6,1,1,2,0,1,5,0,2.641604168
1,16,1,0,0,0,0,1,13,0,3.452819531
1,13,2,0,0,0,0,1,9,0,3.39274741
1,19,3,2,0,0,0,1,15,0,3.281373409
1,16,4,1,1,20,0,2,3,0,3.25
1,27,3,0,2,4,0,2,14,0,3.615817595
1,33,5,2,0,16,0,5,8,0,3.942438726
1,18,6,1,7,8,0,2,11,0,3.503258335
1,26,1,1,0,0,0,1,11,0,3.854285872
1,16,5,0,2,1,0,2,3,0,3.452819531
1,32,2,0,0,63,1,2,16,10,4.179229297
1,18,2,0,0,0,0,2,5,0,3.46132014
1,25,2,0,0,1,0,2,16,1,3.99326969
1,20,1,0,0,16,0,1,16,0,3.241446071
1,17,2,1,0,0,0,1,6,0,3.4548224
1,20,3,3,0,0,0,2,12,0,3.446439345
1,25,4,0,1,4,0,2,3,0,3.563074189
1,17,1,0,0,3,0,1,14,0,3.101881223
1,13,2,0,2,16,0,1,9,0,3.39274741
1,12,5,0,2,5,0,2,3,0,2.855388542
1,11,1,1,3,25,0,1,7,0,3.277613437
1,21,3,0,0,0,0,2,3,0,3.403989446
1,18,10,1,0,30,0,2,11,0,3.614369446
1,21,2,0,0,21,0,2,3,0,3.422577995
1,14,1,1,0,17,0,1,10,0,2.985228136
1,13,2,0,0,4,0,1,9,0,3.39274741
1,21,2,2,1,5,0,2,8,0,3.784941827
1,20,1,0,0,19,0,1,16,0,3.241446071
1,74,15,0,0,1,0,15,6,0,3.965379435
1,13,1,1,0,21,0,1,9,0,3.39274741
1,19,3,1,1,0,0,2,8,0,3.576617645
1,23,2,0,0,5,0,2,12,0,3.588354347
1,11,3,0,4,12,0,1,7,0,3.277613437
1,13,3,1,0,5,0,2,6,0,3.39274741
1,48,2,2,0,24,1,2,8.666666667,3,4.280187699
1,22,2,0,0,0,0,2,3,0,3.481714573
1,25,4,0,0,8,0,3,10,2,3.669275071
1,11,4,1,0,6,0,1,7,0,3.095795255
1,26,4,0,1,0,0,3,3,0,3.628351142
1,45,7,0,0,7,1,7,2,0,4.177158442
1,22,3,2,0,0,0,2,3,0,3.697845823
1,18,2,0,0,0,0,2,3,0,3.683542362
1,9,2,0,0,0,0,1,5,0,2.947702779
1,24,2,0,3,35,0,2,3,0,3.553508855
1,17,2,1,0,2,0,1,13,0,3.499227547
1,15,2,0,0,3,0,1,11,0,3.323231429
1,25,4,1,0,2,0,4,3,0,3.73366069
1,19,1,1,0,19,0,1,7.5,0,3.115834092
1,22,2,0,0,0,0,2,15,0,3.697845823
1,17,1,0,1,65,0,1,13,0,3.146286371
1,27,2,2,0,1,0,2,4,1,3.986187965
1,12,3,1,1,0,0,2,3,0,2.355388542
1,28,4,0,0,0,0,4,3,0,3.824862958
1,13,2,2,0,0,0,1,9,0,2.931208949
1,28,7,0,0,0,0,3,3,0,3.753434386
1,23,4,0,0,14,1,3,3,0,3.675310869
1,16,1,0,0,1,0,1,12,0,3.327819531
1,13,2,0,0,0,0,1,9,0,3.39274741
1,19,4,0,2,23,0,2,12,0,3.326360408
1,26,6,0,0,0,0,3,3,0,3.844106545
1,24,4,0,0,30,0,3,8,0,3.438721876
1,12,2,0,1,6,0,1,8,0,3.084962501
1,66,8,1,0,15,1,8,6,0,4.328358044
1,18,4,0,0,5,0,2,11,3,3.683542362
1,30,3,0,0,25,1,2,16,10,4.148394346
1,11,4,1,1,11,0,2,2,0,3.095795255
1,13,6,1,1,2,0,2,3,0,2.81507241
1,18,2,0,1,57,0,2,3,0,3.419381946
1,25,2,0,0,0,0,2,12,0,3.81366069
1,32,3,0,0,0,0,3,3,0,4.030639062
1,16,2,1,0,0,0,1,12,0,3.375
1,18,2,0,0,2,0,1,14,0,3.419381946
1,15,5,0,0,1,0,2,3,0,3.189898095
1,15,1,0,0,0,0,1,11,0,3.506890596
1,20,7,1,1,2,0,3,3,0,3.38418372
1,16,2,0,1,0,0,1,11,0,3.25
1,17,3,1,4,34,0,2,3,0,3.263933429
1,13,2,0,0,0,0,1,10,0,3.39274741
1,18,3,0,0,0,0,2,3,0,3.308270835
1,27,2,0,0,1,0,2,14,1,3.70804815
1,44,5,5,0,16,0,2,5.8,0,3.939116778
1,13,1,0,0,0,0,1,10,0,2.87314068
1,10,3,1,2,0,0,2,28.5,0,3.4548224
1,152,15,2,0,37,1,14,6,0,4.767101728
1,13,6,1,1,2,0,2,3,0,3.026986833
1,13,6,0,2,2,0,2,3,0,3.026986833
1,13,2,0,0,0,0,1,9,0,3.334679141
1,12,5,0,2,1,0,2,4,0,3.084962501
1,13,4,1,2,12,1,3,3,3,2.81507241
1,11,8,8,0,18,0,1,3,0,3.277613437
1,18,1,0,1,20,0,1,14,0,3.46132014
1,33,5,2,0,1,0,5,8,0,3.942438726
1,15,3,0,1,26,0,2,6,0,3.189898095
1,36,2,3,0,4,1,1,7.25,4,4.006749919
1,23,7,1,3,1,0,4,2,0,3.914866304
1,12,4,0,0,0,0,1,8,0,3.251629167
1,11,2,0,1,26,0,1,7,0,3.095795255
1,12,2,4,1,1,0,1,3.5,0,3.251629167
1,15,2,0,2,0,0,1,11,0,3.189898095
1,20,1,0,0,21,0,1,16,0,3.241446071
1,15,4,1,0,0,0,2,3,0,3.189898095
1,13,2,0,0,21,0,2,4,0,3.026986833
1,16,1,1,0,0,0,1,6,0,3.02439747
1,31,3,1,0,17,0,2,3,0,3.719852359
1,20,3,2,0,4,1,2,4,3,3.68418372
1,38,6,2,1,2,0,5,6,0,3.837827279
1,19,2,2,0,0,0,2,3,0,3.787143961
1,13,2,0,0,5,0,1,9,0,3.39274741
1,19,3,5,0,22,0,2,10,0,3.681880803
1,9,2,0,0,0,0,1,6,0,2.947702779
1,30,5,0,1,0,0,4,6,0,3.406238929
1,10,3,1,0,0,0,1,23,0,3.605388542
1,21,3,0,0,0,0,2,3,0,3.594465637
1,13,1,0,0,0,0,1,9,0,3.085055103
1,21,2,1,0,0,0,1,17,0,3.725650756
1,24,6,1,0,0,0,2,3,0,3.490601563
1,11,3,0,0,1,0,1,7,0,3.277613437
1,18,2,1,3,6,0,1,7,0,3.46132014
1,13,2,0,0,2,0,1,9,0,3.39274741
1,35,9,1,3,1,0,6,2,0,3.707156231
1,13,2,0,0,1,0,1,9,0,3.39274741
1,26,7,1,3,1,0,5,2,0,3.734308354
1,29,5,0,0,34,0,4,3,0,3.771437029
1,17,2,0,0,1,0,1,14,0,3.734521665
1,7,3,0,0,0,0,1,4,0,2.807354922
1,21,2,0,0,0,0,2,3,0,3.499227542
1,19,1,0,0,0,0,1,15,0,3.826874882
1,44,4,2,0,21,0,4,6,0,4.118078209
1,13,2,0,0,4,0,1,9,0,3.39274741
1,11,1,0,0,0,0,1,7,0,3.459431619
1,20,6,1,1,10,1,2,3,0,3.241446071
1,21,3,0,0,0,0,3,3,0,3.368042423
1,15,6,1,1,10,1,2,3,0,2.789898095
1,13,5,0,2,1,0,2,3,0,3.180832987
1,20,1,0,0,0,0,1,16,0,3.646439345
1,19,3,0,0,1,0,2,3,0,3.22109725
1,25,3,3,0,12,0,2,6,0,4.00385619
1,22,3,0,1,0,0,2,3,0,3.299896391
1,15,3,0,3,1,0,2,8,1,3.456564762
1,12,2,0,0,54,0,1,8,0,2.918295834
1,8,1,0,1,29,0,1,5,2,3
1,13,2,0,0,2,0,1,9,0,3.39274741
1,14,4,0,0,1,0,2,3,0,3.039148672
1,23,5,1,0,0,0,4,2,0,3.827909782
1,25,3,0,0,1,0,2,3,0,3.563074189
1,24,4,0,0,17,0,3,3,0,3.772055209
1,16,5,2,0,0,0,2,9,0,3.452819531
1,18,2,1,0,1,0,2,3,0,3.572431251
1,18,3,0,1,2,0,2,3,0,3.239097918
1,11,2,0,1,7,0,1,7,0,3.095795255
1,21,3,1,0,0,0,3,4,0,3.784941827
1,23,2,0,0,0,0,2,12,0,3.675310869
1,21,3,0,0,0,0,2,3,0,3.296148375
1,16,2,0,0,0,0,1,12,0,3.280639062
1,9,3,2,6,14,0,1,5,0,2.725480557
1,11,6,1,1,2,0,2,3,0,3.095795255
1,29,9,2,0,56,0,2,3,0,3.771437029
1,15,6,1,7,6,0,2,3,0,3.139572262
1,19,6,1,1,0,0,2,3,0,3.787143961
1,13,3,0,2,5,0,1,9,0,3.39274741
1,13,2,0,0,0,0,1,9,0,3.39274741
1,17,4,0,0,0,0,2,10,0,3.4548224
1,16,5,0,0,4,0,2,6,2,3.25
1,16,6,4,1,4,0,2,9,0,3.452819531
1,24,4,0,0,4,0,3,8,0,3.438721876
1,27,6,1,1,0,0,2,3,0,3.587858798
1,21,2,0,0,0,0,2,8,0,3.403989446
1,22,6,0,1,0,0,2,3,0,3.351953074
1,13,3,0,0,0,0,2,5,0,3.238901257
1,17,4,4,0,0,0,1,3.666666667,0,3.499227547
1,13,4,0,0,1,0,2,3,0,2.565448372
1,25,2,1,0,3,1,2,3,0,3.59326969
1,19,2,0,4,0,0,2,3,0,3.681880803
1,17,3,0,0,0,0,2,3,0,3.337175341
1,9,5,1,1,2,0,1,5,0,2.947702779
1,17,7,1,1,0,0,3,3,0,3.175123135
1,19,2,1,0,0,0,2,4.5,0,3.576617645
1,24,2,1,0,2,1,2,9,0,3.751629167
1,23,2,0,0,0,0,1,19,0,3.708132065
1,17,5,0,2,1,0,2,3,0,3.337175341
1,13,2,0,0,2,0,1,9,1,3.39274741
1,12,1,0,0,0,0,1,8,0,3.418295834
1,14,3,1,0,0,0,2,7,0,3.093069208
1,33,5,1,0,1,0,5,8,0,3.942438726
1,17,3,0,0,17,0,3,3,0,3.572469459
1,49,2,1,0,4,1,2,18,4,4.280340906
1,18,2,0,0,5,1,2,7,5,3.46132014
1,19,1,0,0,0,0,1,15,0,3.260828171
1,14,1,0,0,22,0,1,10,0,3.324862958
1,25,3,0,0,0,0,3,3,0,3.723074189
1,10,2,1,0,4,0,1,17.5,0,3.664497779
1,27,5,1,2,8,1,2,9,0,3.810081021
1,14,1,5,0,0,0,1,11,0,3.235926351
1,14,3,0,0,0,0,2,3,0,3.039148672
1,14,1,0,0,0,0,1,10,0,3.128085279
1,14,6,7,0,12,0,1,11,0,3.378783493
1,22,6,2,0,0,0,3,3,0,3.663532755
1,20,12,2,0,0,0,2,13,0,3.721928095
1,23,2,0,0,0,0,1,19,0,3.588354347
1,14,6,1,1,2,0,2,3,0,3.039148672
1,21,5,1,0,33,0,1,17,0,3.463280518
1,29,3,0,0,30,1,2,15,9,4.099360305
1,14,2,2,0,0,0,1,10,0,3.093069208
1,13,2,0,0,3,0,1,9,0,3.39274741
1,11,5,1,1,22,0,1,7,0,3.277613437
1,17,5,1,2,1,0,2,3,0,3.4548224
1,19,2,4,4,39,0,2,3,0,3.431623566
1,13,2,1,1,0,0,1,9,0,3.238901257
1,16,2,0,0,0,0,1,13,0,3.5
1,25,4,0,0,29,0,3,6,0,3.83326969
1,19,3,0,0,1,0,2,3,0,3.576617645
1,21,6,1,0,0,0,2,3,0,3.332095399
1,30,2,0,0,8,1,2,17,8,4.072905595
1,25,5,0,0,38,0,4,3,0,3.68385619
1,17,3,0,0,1,0,3,3,1,3.690116518
1,13,5,1,1,1,0,1,4,0,3.546593564
1,19,2,1,0,0,0,2,6,0,3.431623566
1,26,3,0,4,12,0,1,22,0,3.561607392
1,21,3,0,0,4,0,2,6,1,4.201841232
1,15,2,0,0,0,0,2,6,0,3.006238929
1,12,1,0,0,0,0,1,9,0,2.918295834
1,26,4,1,0,3,1,3,3,0,3.767183468
1,9,6,0,1,1,0,1,5,0,2.641604168
1,21,1,0,2,3,0,1,17,0,3.820888851
1,21,2,0,0,0,0,1,17,0,3.046381113
1,14,4,0,1,0,0,3,4,0,2.985228136
1,13,2,0,0,6,0,1,9,0,3.39274741
1,6,1,0,0,0,0,1,3,0,2.584962501
1,13,1,0,0,19,0,1,9,0,3.546593564
1,25,3,0,0,17,0,2,3,0,3.78346519
1,15,6,0,7,6,0,2,3,0,3.139572262
1,15,1,1,0,0,0,1,11,0,3.373557262
1,14,1,0,0,0,0,1,9,0,3.664497779
1,39,7,1,4,14,1,5,6,3,4.243628104
1,26,5,0,0,0,0,3,3,0,3.690260391
1,13,1,1,0,1,0,1,4,1,3.334679141
1,22,6,1,0,12,0,3,3,0,3.538310596
1,14,2,0,1,4,0,1,10,0,3.182005815
1,18,4,1,0,0,0,3,3,0,3.419381946
1,14,4,2,2,45,0,2,5,0,3.521640636
1,12,2,1,1,0,0,1,8,0,3.022055209
1,20,2,0,0,2,0,2,10,0,3.421928095
1,17,3,0,0,4,0,2,3,0,3.4548224
1,38,3,3,0,0,0,2,5,0,3.905307776
1,14,2,0,0,21,0,2,3,0,3.182005815
1,19,2,0,0,18,0,2,3,0,3.141635408
1,22,2,0,0,4,0,2,15,0,3.481714573
1,15,1,0,4,24,0,1,11,0,3.640223929
1,15,2,2,0,23,0,2,3,0,3.323231429
1,14,2,0,0,1,0,2,6,0,3.093069208
1,19,2,1,0,1,0,2,12,1,3.366091329
1,21,2,0,0,0,0,2,15,0,3.748994804
1,11,1,0,0,0,0,1,7,0,2.913977073
1,21,2,0,1,0,0,1,17,0,3.594465637
1,26,3,0,0,0,0,2,3,0,3.767183468
1,30,5,0,0,0,0,4,6,0,3.498068512
1,19,2,1,0,0,0,1,15,0,3.616348566
1,13,2,0,0,0,0,2,6,0,2.87314068
1,18,4,0,0,5,0,3,3,0,3.26633264
1,59,6,0,0,86,1,5,3,0,4.213092313
1,19,1,0,0,10,0,1,15,0,3.681880803
1,15,3,2,2,1,0,1,11,0,3.189898095
1,18,1,0,0,0,0,1,14,0,3.503258335
1,13,2,0,0,2,0,1,9,0,3.39274741
1,19,6,2,0,3,0,1,15,0,3.576617645
1,9,1,0,0,0,0,1,6,0,2.947702779
1,10,2,0,0,7,0,1,6,0,3.321928095
1,14,2,0,1,0,0,1,10,0,3.664497779
1,13,1,0,0,0,0,1,9,0,2.565448372
1,31,3,1,0,0,0,2,15,0,3.792905988
1,10,1,1,0,7,0,1,6,0,3.121928095
1,85,10,0,0,18,0,10,10,0,4.044110573
1,13,8,1,0,34,1,3,3,3,2.507380102
1,30,3,0,0,31,1,2,16,10,4.081727679
1,18,2,0,0,0,0,1,14,0,3.614369446
1,17,6,1,2,8,0,2,10,0,3.292770194
1,25,4,0,0,27,0,3,6,0,3.83326969
