Type,domain_length,number_of_dots_in_domain,number_of_hyphens_in_domain,number_of_special_characters_in_domain,number_of_digits_in_domain,having_repeated_digits_in_domain,number_of_subdomains,average_subdomain_length,number_of_digits_in_subdomain,entropy_of_domain
1,96,7,10,0,5,0,7,3,0,4.394641086
1,19,4,0,0,0,0,3,3,0,3.076103171
1,17,4,1,2,38,0,2,11,0,3.4548224
1,14,5,0,1,0,0,3,3,0,2.842370993
1,13,1,0,0,0,0,1,9,0,2.661226256
1,11,5,0,11,12,0,1,7,0,3.095795255
1,14,4,0,0,0,0,2,3,0,3.182005815
1,18,3,0,0,0,0,2,3,0,3.197159723
1,13,2,0,0,2,0,1,9,0,3.39274741
1,21,2,0,0,2,0,2,8,2,3.653756708
1,11,6,1,1,2,0,2,3,0,2.413088436
1,13,2,0,0,4,0,1,9,0,3.39274741
1,16,3,0,1,29,0,2,7,0,3.5
1,30,4,1,1,6,1,3,7,4,3.581076012
1,13,2,0,0,4,0,1,9,0,3.39274741
1,13,2,1,0,0,0,1,4,0,2.931208949
1,14,7,1,1,2,0,2,4,0,3.039148672
1,16,3,0,1,0,0,2,9,0,3.375
1,21,2,0,0,1,0,2,12,0,3.403989446
1,29,3,1,0,2,0,2,23,2,3.86643315
1,14,5,2,1,0,0,2,5,0,3.521640636
1,14,3,0,0,3,1,3,3,3,3.182005815
1,23,2,0,0,19,1,2,8,3,3.882045108
1,112,15,0,0,29,1,15,6,0,4.396697509
1,10,5,0,0,3,1,1,6,2,2.921928095
1,18,3,1,0,0,0,2,11,0,3.530493057
1,26,3,0,0,7,1,2,11,4,4.315824334
1,13,2,1,5,21,0,1,8,0,3.39274741
1,38,6,0,0,0,0,2,16,0,3.948346514
1,13,3,1,1,0,0,1,9,0,3.334679141
1,25,2,0,0,1,0,2,15,0,3.78346519
1,9,1,0,0,3,0,1,5,0,2.725480557
1,30,5,3,0,3,1,2,21,0,3.694739663
1,13,2,1,2,18,0,1,9,0,3.39274741
1,8,5,1,7,8,0,1,5,0,3
1,33,5,1,0,1,0,5,8,0,3.942438726
1,13,2,0,0,2,0,1,9,0,3.39274741
1,14,3,1,2,10,0,2,6,0,3.235926351
1,15,2,0,0,3,0,2,4,0,2.973557262
1,33,5,1,0,1,0,5,8,0,3.942438726
1,12,2,0,1,5,0,1,8,0,3.188721876
1,7,3,1,0,0,0,1,4,0,2.807354922
1,17,3,0,0,1,0,2,3,0,3.4548224
1,10,2,0,0,0,0,1,6,0,2.446439345
1,23,3,0,0,0,0,2,3,0,3.762267391
1,15,1,0,0,0,0,1,11,0,3.456564762
1,13,2,0,0,2,0,1,9,0,3.39274741
1,16,3,0,1,1,0,2,5,0,3.375
1,14,3,4,2,25,0,1,10,0,3.378783493
1,20,4,0,2,4,0,2,3,0,3.40869497
1,11,2,0,1,28,0,1,7,0,3.095795255
1,36,6,1,0,0,0,5,6,0,3.902990544
1,29,2,1,0,17,0,2,19,0,3.538509874
1,13,1,0,0,21,0,1,9,0,3.546593564
1,14,2,1,0,1,0,2,3,1,3.521640636
1,18,3,0,0,21,0,2,3,0,3.002172223
1,14,3,0,0,5,0,2,7,1,3.182005815
1,21,5,0,0,0,0,2,3,0,3.748994804
1,20,2,1,0,0,0,1,16,0,3.546439345
1,18,4,0,0,0,0,1,14,0,3.419381946
1,13,3,1,0,5,0,2,6,0,3.39274741
1,22,3,1,0,0,0,2,3,0,3.697845823
1,11,2,1,0,0,0,1,11,0,3.084962501
1,16,1,1,0,0,0,1,6,0,3.280639062
1,29,6,0,2,0,0,5,2,0,3.991794254
1,23,3,0,0,6,0,2,3,0,3.534219021
1,14,1,1,0,20,0,1,10,0,2.985228136
1,13,2,0,0,4,0,1,9,0,3.39274741
1,17,3,1,0,0,0,2,5,0,3.263933429
1,13,2,1,2,57,0,1,9,0,3.238901257
1,19,3,1,0,0,0,2,3,0,3.260828171
1,14,2,1,1,5,0,1,10,0,2.896291529
1,22,3,2,2,53,0,2,3,0,3.265583323
1,10,2,0,0,0,0,2,3,0,2.646439345
1,13,1,0,0,20,0,1,9,0,3.546593564
1,27,6,0,0,0,0,2,3,0,3.482127207
1,12,3,0,0,4,0,2,3,0,2.855388542
1,24,2,0,0,0,0,2,3,0,3.625814584
1,19,5,1,1,0,0,1,7.5,0,3.681880803
1,13,7,1,1,2,0,2,3,0,2.661226256
1,114,11,0,0,27,1,11,6,0,4.587141302
1,18,2,0,0,2,0,2,3,0,3.46132014
1,14,6,0,0,1,0,2,3,0,3.039148672
1,20,9,0,4,87,0,3,3,0,3.646439345
1,23,5,1,0,0,0,2,3,0,3.621175543
1,15,5,2,1,4,0,1,11,0,3.189898095
1,18,3,1,0,0,0,2,3,0,3.572431251
1,23,3,2,0,36,0,3,3,0,3.642489673
1,40,3,0,0,34,1,3,15,15,4.20869497
1,33,5,0,0,1,0,5,8,0,3.942438726
1,16,3,0,0,31,1,2,8,6,3.452819531
1,20,2,0,0,55,0,2,3,0,3.521928095
1,15,2,0,0,0,0,2,3,0,3.323231429
1,19,3,2,0,0,0,2,3,0,3.115834092
1,18,2,0,0,18,0,2,5,1,3.614369446
1,16,1,0,0,18,0,1,12,0,3.280639062
1,30,2,2,0,2,0,2,5,2,4.053235913
1,17,4,5,2,2,0,2,5,2,3.381580488
1,14,1,0,0,8,1,1,10,8,3.182005815
1,11,1,0,0,1,0,1,7,0,3.459431619
1,16,2,1,0,0,0,1,12,0,3.327819531
1,25,3,1,1,5,0,2,15,0,3.76385619
1,29,2,0,0,0,0,2,13,0,3.926272374
1,13,1,1,0,4,0,1,4.5,0,3.180832987
1,15,3,2,0,1,0,1,11,0,3.139572262
1,17,3,0,0,2,0,2,3,0,3.337175341
1,28,4,0,0,1,0,3,11,0,3.770942422
1,13,6,1,1,2,0,2,3,0,3.026986833
1,18,3,0,0,0,0,2,3,0,3.683542362
1,12,3,1,0,9,1,3,2,2,2.688721876
1,20,2,0,0,0,0,2,4,0,3.58418372
1,21,2,0,0,0,0,2,3,0,3.427333494
1,24,2,0,0,0,0,2,3,0,3.803508855
1,16,2,1,0,1,0,2,3,0,3.155639062
1,13,3,0,0,0,0,2,3,0,2.661226256
1,19,3,1,0,5,0,2,3,0,3.576617645
1,14,4,0,0,4,0,2,3,0,3.324862958
1,24,2,0,0,0,0,2,3,0,3.688721876
1,9,1,1,1,26,0,1,5,0,2.725480557
1,6,5,0,0,1,0,1,29,0,3.39274741
1,6,1,0,0,0,0,1,3,0,2.584962501
1,16,4,1,5,13,0,2,7,0,3.5
1,16,3,0,0,0,0,2,5,0,3.5
1,23,3,1,1,0,0,2,3,0,3.849223912
1,16,2,0,0,21,0,2,3,0,3.327819531
1,13,6,1,1,5,1,2,3,0,2.87314068
1,17,3,0,0,0,0,2,3,0,3.175123135
1,15,2,0,0,0,0,2,6,0,3.139572262
1,16,3,0,0,0,0,2,10,0,3.375
1,19,1,1,0,0,0,1,7,0,3.616348566
1,14,7,1,1,2,0,2,3,0,3.039148672
1,50,5,1,0,36,1,5,6,0,4.22597913
1,14,1,0,0,21,0,1,10,0,3.378783493
1,28,2,0,0,0,0,2,10,0,3.767375798
1,128,13,1,0,59,1,12,6,0,4.784545657
1,29,2,0,0,17,1,2,18,8,3.840402547
1,25,3,0,0,3,1,2,13,3,3.92385619
1,19,1,2,0,0,0,1,4.666666667,0,3.576617645
1,29,1,0,0,9,0,1,25,0,3.48300503
1,15,1,0,0,0,0,1,11,0,3.506890596
1,23,2,0,0,5,0,2,12,0,3.588354347
1,14,1,1,0,19,0,1,10,0,3.039148672
1,23,4,0,0,0,0,2,3,0,3.762267391
1,13,6,1,1,2,0,2,3,0,3.026986833
1,10,5,0,0,2,0,1,6,1,3.121928095
1,15,1,0,0,0,0,1,12,0,3.373557262
1,16,4,0,0,6,0,2,3,0,3.202819531
1,16,6,1,1,2,0,2,3,0,3.327819531
1,15,2,2,0,22,0,2,3,0,3.323231429
1,12,2,0,0,28,0,1,8,0,3.084962501
1,54,3,1,0,4,0,3,3,0,4.140840919
1,91,6,4,3,44,1,5,6.25,0,4.490422114
1,24,4,0,1,0,0,3,3,0,3.605388542
1,13,2,0,0,2,0,1,9,0,3.39274741
1,20,2,1,3,6,0,1,16,0,3.546439345
1,17,2,0,0,0,0,1,14,0,3.130717988
1,23,3,1,0,0,0,2,3,0,3.273349456
1,21,4,0,0,0,0,2,10,0,3.784941827
1,13,2,1,0,0,0,1,9,0,3.026986833
1,13,3,0,1,1,0,2,3,0,3.026986833
1,13,2,0,0,5,0,1,9,0,3.39274741
1,18,3,1,0,0,0,1,14,0,3.392147224
1,11,1,1,1,0,0,1,3,0,2.845350937
1,17,2,4,1,34,0,2,3,0,3.4548224
1,7,2,2,1,9,0,1,4,0,2.128085279
1,80,3,0,0,15,1,3,59,15,4.802367002
1,13,2,1,0,0,0,1,10,0,3.39274741
1,20,3,1,0,0,0,1,16,0,3.68418372
1,14,5,0,0,5,0,2,3,0,3.039148672
1,35,6,0,0,0,0,5,8,0,3.93287436
1,25,4,0,0,0,0,3,3,0,3.243074189
1,23,2,0,0,22,0,2,3,0,3.74095326
1,26,3,1,0,1,0,3,3,0,3.891995487
1,24,2,4,0,12,1,2,8,5,3.886842188
1,22,2,4,0,1,0,2,11,0,3.572623664
1,34,5,0,0,2,0,5,9,0,3.900270842
1,19,3,0,0,2,0,2,9,0,3.536886724
1,92,6,4,0,36,1,6,6,0,4.542357001
1,14,3,0,0,0,0,3,3,0,3.128085279
1,21,1,2,1,21,0,1,17,0,3.558518613
1,18,1,0,0,3,0,1,14,0,3.350209029
1,20,2,1,2,62,0,1,16,0,3.165957321
1,14,5,0,2,41,0,2,3,0,3.182005815
1,16,2,1,2,0,0,1,5.5,0,3.625
1,18,2,0,0,2,0,1,14,1,3.572431251
1,45,6,0,2,1,0,6,6,0,3.90332102
1,19,3,0,0,1,0,2,9,1,3.431623566
1,15,4,0,0,1,0,3,3,0,2.822579762
1,65,7,0,0,54,1,7,6,0,4.356511276
1,13,3,0,0,0,0,2,3,0,3.026986833
1,15,2,0,1,3,0,1,11,0,3.240223929
1,29,4,0,0,2,0,3,3,0,3.952302978
1,19,2,1,0,19,0,2,3,0,3.536886724
1,21,2,0,0,4,0,2,3,0,3.689703732
1,17,3,0,0,17,0,3,3,0,3.572469459
1,10,3,1,0,0,0,2,11,0,3.67326969
1,25,6,0,0,0,0,2,3,0,3.78346519
1,35,5,1,1,3,0,4,3,0,4.071581588
1,17,3,0,0,2,0,2,3,0,3.292770194
1,12,2,0,0,0,0,1,8,0,3.084962501
1,25,4,1,0,2,0,1,21,0,3.75326969
1,13,5,1,0,3,0,2,3,0,2.931208949
1,12,3,0,0,0,0,2,2,0,2.918295834
1,13,7,1,1,2,0,2,3,0,2.661226256
1,25,3,0,0,20,0,2,3,0,3.78346519
1,21,4,2,0,5,1,1,5,4,3.558518613
1,13,6,1,1,5,1,2,3,0,2.87314068
1,15,3,0,4,12,0,1,11,0,3.640223929
1,15,2,0,0,20,0,1,11,0,3.456564762
1,21,3,1,0,0,0,3,3,0,3.332095399
1,16,2,1,0,0,0,2,4.5,0,3.375
1,22,3,0,0,0,0,3,3,0,3.503997527
1,13,2,0,0,3,0,1,9,0,3.39274741
1,21,3,4,0,0,0,2,7,0,3.916126947
1,17,1,3,1,4,0,1,14,0,3.572469459
1,24,2,0,0,0,0,2,3,0,3.688721876
1,13,2,0,0,1,0,1,9,0,3.238901257
1,11,2,0,0,0,0,1,7,0,3.095795255
1,25,2,0,0,0,0,2,18,0,3.65366069
1,15,3,1,0,2,0,2,6,0,3.323231429
1,17,2,1,0,0,0,1,6.5,0,3.734521665
1,18,3,0,0,1,0,3,3,0,3.530493057
1,25,4,0,0,36,0,3,6,0,3.83326969
1,11,3,0,2,0,0,1,7,0,3.095795255
1,53,6,3,18,38,1,5,6,0,4.51586704
1,15,6,0,7,6,0,2,3,0,2.923231429
1,11,5,1,1,2,0,1,8,0,3.095795255
1,15,7,1,1,2,0,2,3,0,3.189898095
1,60,5,4,0,19,0,5,3,0,4.027806123
1,19,2,0,0,10,1,2,3,0,3.115834092
1,29,2,0,0,0,0,2,3,0,3.620936065
1,113,14,0,0,20,0,13,6,0,4.004028134
1,14,2,1,0,0,0,1,10,0,3.235926351
1,13,4,0,0,0,0,1,10,0,3.39274741
1,15,3,0,6,2,0,1,11,0,3.189898095
1,20,2,0,0,6,0,1,16,0,3.221928095
1,16,4,2,0,0,0,1,12,0,3.5
1,15,3,0,0,0,0,2,8,0,3.323231429
1,16,3,0,0,2,1,2,7,0,3.625
1,16,2,1,0,0,0,2,3,0,3.452819531
1,19,4,1,0,0,0,2,7,0,3.471354487
1,14,7,1,1,2,0,2,3,0,2.896291529
1,26,1,1,0,2,0,1,22,0,3.407761238
1,12,1,0,0,1,0,1,8,1,3.022055209
1,14,3,4,2,23,0,1,10,0,3.378783493
1,17,3,1,0,0,0,1,12,0,3.4548224
1,9,3,0,0,23,0,2,3,0,2.725480557
1,17,3,0,0,0,0,2,7,0,3.4548224
1,15,3,0,0,6,0,2,4,0,2.973557262
1,19,5,0,0,0,0,1,15,0,3.787143961
1,19,1,3,0,8,0,1,7,0,3.366091329
1,19,1,0,0,0,0,1,16,0,3.300559092
1,18,10,0,2,8,0,3,6,0,3.308270835
1,14,3,0,0,28,0,2,4,0,3.378783493
1,23,2,1,0,3,1,2,6,0,3.795088586
1,17,5,1,2,1,0,2,3,0,3.572469459
1,10,6,0,0,0,0,1,6,0,3.321928095
1,29,4,0,0,0,0,3,3,0,3.78834134
1,17,3,0,0,2,1,2,7,2,3.616874606
1,31,2,1,0,8,1,2,9,8,4.155651552
1,39,7,1,3,25,1,5,6,3,4.07042586
1,17,2,0,0,15,0,1,13,0,3.410417253
1,20,3,0,0,0,0,3,3,0,3.40869497
1,11,6,1,7,8,0,1,7,0,3.095795255
1,69,11,0,0,11,0,11,6,0,4.041030156
1,10,1,0,1,2,0,1,6,0,3.121928095
1,23,1,0,1,70,0,1,19,0,3.795088586
1,13,1,0,0,0,0,1,9,0,3.546593564
1,7,4,0,0,44,0,1,4,0,2.807354922
1,22,2,2,0,3,0,2,1.5,0,3.823067982
1,11,2,0,0,0,0,1,7,0,3.095795255
1,13,1,0,2,8,0,1,8,0,2.968918564
1,25,3,2,0,6,1,2,3,0,3.94346519
1,12,2,0,0,0,0,1,8,0,3.418295834
1,73,10,4,3,32,1,9,6,0,4.555258634
1,17,3,0,1,2,0,2,3,0,3.292770194
1,33,5,1,0,16,0,5,8,0,3.942438726
1,19,2,1,3,8,0,1,7,0,3.721611724
1,13,2,0,2,18,0,1,9,0,3.39274741
1,16,4,0,0,0,0,1,12,0,3.5
1,13,2,0,0,4,0,1,9,0,3.39274741
1,34,9,0,1,0,0,5,2,0,3.264693181
1,37,3,2,0,4,0,3,5.5,4,4.33743546
1,9,1,1,0,0,0,1,6,0,2.725480557
1,32,2,0,0,68,1,2,16,10,4.116729297
1,20,4,1,0,0,0,2,3,0,3.40869497
1,28,3,1,2,38,0,2,3,0,3.610577243
1,6,1,0,0,0,0,1,3,0,2.584962501
1,25,4,3,0,2,0,3,3,0,3.67326969
1,13,4,3,2,60,0,1,9,0,3.39274741
1,21,4,0,0,0,0,2,3,0,3.558518613
1,22,4,0,2,3,0,2,11,0,3.879664005
1,16,3,0,0,0,0,2,3,0,3.202819531
1,32,4,1,0,0,0,4,6,0,3.616729297
1,11,1,0,0,1,0,1,7,0,3.459431619
1,16,3,0,1,28,0,2,7,0,3.5
1,16,2,0,0,0,0,2,3,0,3.155639062
1,12,1,0,0,0,0,1,8,0,3.084962501
1,22,4,0,0,30,0,3,5,0,3.788754914
1,12,1,1,0,19,0,1,4,1,3.251629167
1,13,6,1,7,6,0,2,3,0,3.026986833
1,44,7,1,0,2,0,5,6,0,3.962288369
1,26,2,0,0,0,0,2,11,0,3.565448372
1,15,10,1,1,0,0,2,3,0,3.056564762
1,11,2,0,0,23,0,1,7,0,3.277613437
1,12,2,8,0,0,0,1,9,0,3.418295834
1,30,2,0,0,6,1,2,18,6,3.964735179
1,17,7,1,0,0,0,2,3,0,3.4548224
1,22,3,0,2,0,0,3,3,0,3.503997527
1,19,2,0,0,18,0,2,3,0,3.141635408
1,17,1,0,1,0,0,1,13,0,3.381580488
1,28,4,0,0,0,0,3,2,0,3.79790269
1,9,2,0,2,2,0,1,5,0,2.947702779
1,25,6,1,0,0,0,1,21,0,3.65366069
1,22,3,1,2,62,0,2,3,0,3.788754914
1,13,2,0,0,0,0,2,3,0,2.719294526
1,14,7,1,1,2,0,2,3,0,2.896291529
1,18,1,0,0,21,0,1,15,0,3.572431251
1,27,1,1,0,22,0,1,23,0,3.884155095
1,25,3,0,0,0,0,3,11,0,3.67326969
1,22,2,0,0,0,0,1,18,0,3.243300369
1,15,1,1,0,0,0,1,11,0,3.506890596
1,30,5,1,0,4,0,5,4,1,3.457425814
1,31,2,2,0,0,0,2,7.5,0,3.84566315
1,23,5,0,0,0,0,4,5,0,3.588354347
1,6,3,0,1,10,0,1,3,0,2.584962501
1,170,11,1,0,95,1,11,3,0,4.322125284
1,17,1,1,0,0,0,1,6,0,3.410417253
1,15,2,0,0,0,0,2,3,0,3.006238929
1,39,5,0,0,13,1,4,17,11,4.291687155
1,25,3,0,0,0,0,3,3,0,3.30346519
1,21,3,0,0,0,0,3,8,0,3.594465637
1,12,3,0,0,5,0,1,9,3,3.418295834
1,13,2,0,0,3,0,1,9,0,3.39274741
1,20,13,0,0,53,0,2,13,0,3.18418372
1,16,2,0,1,2,0,1,12,1,3.452819531
1,4,1,0,0,0,0,1,1,0,2
1,33,4,0,0,2,0,3,3,0,3.945464952
1,11,6,1,7,8,0,2,3,0,2.663532755
1,21,6,0,0,0,0,3,3,0,3.010434089
1,10,3,1,0,0,0,2,24.5,0,3.446439345
1,14,5,1,0,1,0,1,4.5,0,3.521640636
1,18,3,0,0,0,0,2,11,0,3.572431251
1,14,3,0,2,0,0,2,3,0,3.039148672
1,26,3,0,0,0,0,3,3,0,3.661226256
1,34,2,1,0,23,0,2,3,0,3.447038209
1,19,4,0,0,29,0,3,5,0,3.681880803
1,13,6,1,7,8,0,2,3,0,2.565448372
1,15,4,0,0,1,0,2,3,0,2.822579762
1,13,2,1,2,62,0,1,10,0,2.87314068
1,17,2,0,0,4,1,1,13,4,3.852168724
1,44,2,3,0,7,1,2,5.75,0,4.152978358
1,11,3,1,0,0,0,2,12,0,4.10428181
1,15,7,1,1,2,0,2,3,0,3.189898095
1,18,2,0,0,0,0,1,14,0,3.392147224
1,16,3,0,0,1,0,2,6,1,3.625
1,15,1,1,0,0,0,1,5,0,3.640223929
1,21,3,0,0,0,0,2,14,0,3.630412661
1,23,1,0,0,12,0,1,19,0,3.882045108
1,22,3,0,2,0,0,2,11,0,3.606936732
1,13,4,2,0,34,1,3,3,3,2.87314068
1,39,7,1,3,11,1,5,6,3,4.262984194
1,13,3,1,0,2,0,1,9,0,3.180832987
1,26,6,1,0,0,0,5,2,0,3.609496334
1,33,8,0,2,24,1,6,3,0,4.066677074
1,15,5,1,0,0,0,2,3,0,3.323231429
1,13,6,0,1,1,0,2,3,0,3.180832987
1,31,2,2,0,12,1,2,4.666666667,12,4.32484873
1,27,3,0,0,0,0,3,3,0,3.726204631
1,13,2,0,0,1,0,1,9,0,3.39274741
1,24,3,0,0,0,0,2,3,0,3.688721876
1,21,5,0,0,0,0,3,3,0,3.332095399
1,17,2,0,0,0,0,2,3,0,3.263933429
1,22,3,2,2,19,0,2,3,0,3.606936732
1,15,4,2,1,19,0,1,11,0,3.373557262
1,13,2,0,0,0,0,1,9,0,3.085055103
1,8,4,4,0,10,0,1,4,0,3
1,19,5,0,2,0,0,3,4,0,3.431623566
1,24,3,0,0,0,0,2,3,0,3.501629167
1,26,2,2,0,1,0,2,4,1,3.902174814
1,21,2,1,0,0,0,2,3,0,3.653756708
1,45,6,0,1,1,0,6,6,0,3.90332102
1,24,3,0,0,0,0,2,10,0,3.918295834
1,32,4,0,0,0,0,3,5,0,3.691428032
1,9,4,0,0,1,0,1,5,0,2.641604168
1,26,3,1,0,0,0,2,10,0,3.738149333
1,23,2,0,2,5,0,2,12,0,3.588354347
1,26,2,0,0,1,0,2,13,1,3.719294526
1,81,11,3,0,22,1,11,5,0,4.31556419
1,24,2,0,0,3,1,2,14,0,2.832723009
1,15,3,0,0,0,0,3,3,0,2.606238929
1,34,3,6,0,6,0,2,4.5,0,3.998652547
1,33,5,1,0,16,0,5,8,0,3.942438726
1,21,5,1,0,0,0,2,3,0,3.594465637
1,22,2,0,0,2,0,2,3,0,3.663532755
1,10,2,3,0,6,0,1,14,1,3.506890596
1,6,1,0,0,0,0,1,3,0,1.918295834
1,6,1,0,0,1,0,1,3,0,2.584962501
1,72,9,1,0,8,1,9,6,0,4.389092925
1,131,11,2,0,37,1,11,6,0,4.785534542
1,48,2,0,0,0,0,2,3,0,3.614396221
1,30,3,0,0,0,0,2,23,0,3.80291008
1,12,4,1,0,0,0,1,8,0,3.022055209
1,24,2,1,0,0,0,2,3,0,3.772055209
1,17,8,0,1,1,0,3,3,0,3.130717988
1,18,6,1,1,0,0,2,3,0,3.683542362
1,30,6,0,0,0,0,6,6,0,3.672905595
1,16,2,0,0,0,0,1,12,0,3.077819531
1,14,3,0,2,0,0,2,3,0,3.324862958
1,24,3,0,0,0,0,3,3,0,3.772055209
1,11,2,0,1,26,0,1,7,0,3.095795255
1,17,1,0,0,0,0,1,14,0,3.4548224
1,18,3,0,1,6,0,2,12,0,3.239097918
1,16,4,1,0,4,0,2,4,4,3.625
1,16,2,0,0,3,0,1,13,0,3.077819531
1,9,2,0,0,1,0,1,5,0,3.169925001
1,16,1,0,0,23,0,1,12,0,3.25
1,11,1,0,0,0,0,1,7,0,3.095795255
1,38,3,0,0,0,0,3,3,0,3.968211974
1,14,2,0,0,9,0,1,10,1,3.324862958
1,14,2,1,0,1,0,1,10,0,3.324862958
1,15,5,1,0,3,0,2,3,0,3.056564762
1,137,9,7,0,27,1,9,3,0,4.721248994
1,15,2,0,2,41,0,1,11,0,3.106890596
1,16,1,0,0,20,0,1,13,0,3.452819531
1,16,2,0,0,0,0,1,11,0,3.5
1,27,3,0,0,3,1,2,9,0,4.134336113
1,53,6,1,0,30,1,5,16,0,4.246722465
1,18,1,2,0,0,0,1,6.5,0,3.836591668
1,25,2,0,0,1,0,2,13,1,3.589275071
1,18,2,0,2,0,0,1,14,0,3.350209029
1,9,1,0,0,2,0,1,5,0,3.169925001
1,28,2,0,0,2,1,2,6,2,3.851823226
1,23,2,0,0,3,0,2,12,0,3.588354347
1,7,2,1,6,8,0,1,4,0,2.521640636
1,35,3,1,0,3,1,2,8,0,4.264578374
1,19,4,0,0,0,0,3,6,0,3.471354487
1,17,3,0,0,5,0,2,3,0,3.175123135
1,29,2,2,0,0,0,2,3,0,3.823498237
1,15,3,0,0,0,0,2,3,0,3.456564762
1,22,3,0,1,22,0,2,3,0,3.629219687
1,14,4,0,0,2,0,2,3,0,3.039148672
1,15,2,0,0,4,0,1,11,0,2.866247897
1,12,1,1,0,93,0,1,4,1,3.251629167
1,13,4,0,6,7,0,2,3,0,2.81507241
1,21,3,0,0,0,0,2,3,0,3.594465637
1,21,3,0,0,3,0,2,6,0,3.975418018
1,26,5,2,0,0,0,2,4.666666667,0,3.87314068
1,17,2,1,0,0,0,2,4.5,0,3.4548224
1,14,1,0,0,0,0,1,10,0,3.324862958
1,23,1,0,0,3,0,1,19,0,3.882045108
1,27,1,1,0,0,0,1,11,0,3.824538781
1,18,4,1,0,0,0,1,14,0,3.46132014
1,18,2,0,0,22,0,2,6,0,3.413833864
1,14,2,0,0,29,0,2,3,0,3.182005815
1,21,3,0,0,0,0,2,5,0,3.499227542
1,19,4,1,0,0,0,2,3,0,3.471354487
1,19,4,0,0,2,0,2,3,0,3.391892645
1,16,6,1,1,2,0,2,3,0,3.577819531
1,12,2,1,0,3,0,1,3.5,0,3.418295834
1,15,7,0,0,1,0,2,3,0,3.189898095
1,19,2,0,2,1,0,2,11,0,3.326360408
1,12,2,0,0,10,0,1,8,0,3.084962501
1,27,6,0,0,4,0,3,3,0,3.754163428
1,19,2,0,0,1,0,2,5,0,3.681880803
1,16,3,1,0,0,0,2,3,0,3.452819531
1,14,1,3,0,0,0,1,11,0,3.521640636
1,23,2,0,0,0,0,2,3,0,3.762267391
1,10,3,3,0,0,0,2,11.5,0,3.880179923
1,36,6,1,3,26,1,6,6,3,4.086048612
1,23,2,0,0,4,0,2,12,0,3.588354347
1,19,1,0,0,0,0,1,15,0,3.681880803
1,28,2,0,1,0,0,2,21,0,3.726474118
1,40,3,2,0,11,1,3,7,0,4.253055907
1,32,3,0,3,33,0,2,3,0,3.968139062
1,13,6,1,7,8,0,2,3,0,3.026986833
1,11,4,0,0,1,0,1,7,0,3.095795255
1,42,4,1,0,0,0,4,3,0,3.428498235
1,24,3,1,1,3,0,1,9,0,3.403107168
1,35,8,1,2,7,1,6,3,0,4.15029266
1,24,3,1,0,0,0,2,7,0,3.668295834
1,20,2,0,0,0,0,2,11,0,3.521928095
1,16,7,1,0,26,0,1,12,0,3.327819531
1,49,3,5,0,1,0,3,6.25,0,4.142486059
1,13,2,1,0,0,0,1,4,0,3.546593564
1,21,2,3,0,0,0,2,3,0,3.784941827
1,30,3,0,0,29,1,2,16,10,4.173557262
1,14,2,0,3,7,0,1,10,0,3.093069208
1,6,3,1,0,0,0,2,16,0,3.419381946
1,23,2,0,0,0,0,2,14,0,3.377278131
1,22,3,1,0,0,0,1,8.5,0,3.788754914
1,25,2,1,0,0,0,2,3,0,3.78346519
1,19,1,0,0,2,0,1,15,0,3.260828171
1,13,2,0,1,0,0,1,9,0,3.39274741
1,12,1,0,0,0,0,1,8,0,3.022055209
1,12,2,0,0,20,0,1,8,0,3.084962501
1,11,2,0,0,27,0,2,2,0,2.913977073
1,29,2,0,0,8,1,2,17,8,4.090234012
1,17,2,0,1,0,0,1,13,0,3.852168724
1,25,1,3,0,0,0,1,21,0,3.669275071
1,11,1,2,1,6,0,1,3,0,3.095795255
1,10,3,0,1,0,0,2,35,0,3.141619208
1,13,2,0,0,2,0,1,9,0,3.39274741
1,18,2,1,3,15,0,1,5,0,3.572431251
1,30,2,0,0,19,0,2,6,0,3.60151528
1,127,14,0,1,55,1,14,6,0,4.532532442
1,20,1,0,0,0,0,1,16,0,3.546439345
1,20,3,0,0,0,0,2,10,0,3.68418372
1,36,2,3,6,8,1,2,3.75,2,4.308270835
1,16,3,0,0,20,0,2,4,0,3.25
1,36,6,1,3,22,1,6,6,3,4.065079515
1,18,3,0,0,34,0,2,8,0,3.725480557
1,14,4,0,0,15,0,2,7,0,3.182005815
1,16,2,0,0,19,0,2,3,0,3.327819531
1,13,4,0,0,10,1,3,2,2,2.81507241
1,21,3,0,0,0,0,2,10,0,3.630412661
1,21,3,0,0,2,1,2,12,0,3.594465637
1,16,2,0,0,0,0,1,12,0,3.452819531
1,21,3,1,0,5,1,2,6,5,3.653756708
1,31,4,0,0,4,1,4,6,0,3.695501149
1,16,4,0,1,4,0,1,12,0,2.852217001
1,16,2,0,0,0,0,2,3,0,3.452819531
1,13,6,1,1,0,0,2,3,0,3.180832987
1,18,6,1,1,2,0,2,3,0,3.46132014
1,14,4,0,0,1,0,2,3,0,3.324862958
1,22,2,1,0,0,0,2,3,0,3.606936732
1,13,2,0,0,0,0,1,9,0,3.39274741
1,14,4,0,1,0,0,2,7,0,3.324862958
1,27,6,0,0,0,0,5,2,0,3.472324892
1,12,2,1,0,0,0,1,8,0,3.418295834
1,11,1,2,0,29,0,1,7,0,3.027169118
1,14,2,0,0,22,0,1,10,2,3.664497779
1,17,2,0,0,0,0,2,10,0,3.499227547
